'cornellnumber','NameQTL','FatherQTL','MotherQTL','Population','name','generationdescription','number','mom','dad','sex_male.1_'
'F05F563',F05F563F206F2ped1,F05F439F206F2ped1,F05F590F206F2ped1,F206,Aval_05,F1,1,7,8,1
'F05F323',F05F323F206F2ped1,F05F594F206F2ped1,F05F511F206F2ped1,F206,Daniya_05,F1,2,9,10,2
'F06F539',F06F539,F05F563F206F2ped1,F05F323F206F2ped1,F206,1m,F2,3,1,2,1
'F06F538',F06F538,F05F563F206F2ped1,F05F323F206F2ped1,F206,2f,F2,4,1,2,2
'F06F537',F06F537,F05F563F206F2ped1,F05F323F206F2ped1,F206,3f,F2,5,1,2,2
'F06F536',F06F536,F05F563F206F2ped1,F05F323F206F2ped1,F206,4f,F2,6,1,2,2
'F05F439',F05F439F206F2ped1,0,0,F206,6817(03),aggr,7,0,0,1
'F05F590',F05F590F206F2ped1,0,0,F206,Aglaida_04,tame,8,0,0,2
'F05F594',F05F594F206F2ped1,0,0,F206,6711(02),aggr,9,0,0,1
'F05F511',F05F511F206F2ped1,0,0,F206,Dezhi_03,tame,10,0,0,2
'F05F328',F05F328F206F2ped10,F05F439F206F2ped10,F05F505F206F2ped10,F206,Dastin_05,F1,103,109,110,1
'F05F090',F05F090F206F2ped10,F03S207F206F2ped10,F03S134F206F2ped10,F206,Pavlina_04,F1,104,111,112,2
'F06F512',F06F512,F05F328F206F2ped10,F05F090F206F2ped10,F206,1f,F2,105,103,104,2
'F06F511',F06F511,F05F328F206F2ped10,F05F090F206F2ped10,F206,2f,F2,106,103,104,2
'F06F510',F06F510,F05F328F206F2ped10,F05F090F206F2ped10,F206,3m,F2,107,103,104,1
'F06F509',F06F509,F05F328F206F2ped10,F05F090F206F2ped10,F206,4f,F2,108,103,104,2
'F05F439',F05F439F206F2ped10,0,0,F206,6817(03),aggr,109,0,0,1
'F05F505',F05F505F206F2ped10,0,0,F206,Dorna_03,tame,110,0,0,2
'F03S207',F03S207F206F2ped10,0,0,F206,6555,aggr,111,0,0,1
'F03S134',F03S134F206F2ped10,0,0,F206,Plani,tame,112,0,0,2
'F05F320',F05F320F206F2ped11,F05F594F206F2ped11,F05F511F206F2ped11,F206,Djonrid_05,F1,113,120,121,1
'F05F307',F05F307F206F2ped11,F05F526F206F2ped11,F05F484F206F2ped11,F206,Tuta_05,F1,114,122,123,2
'F06F823',F06F823,F05F320F206F2ped11,F05F307F206F2ped11,F206,1m,F2,115,113,114,1
'F06F824',F06F824,F05F320F206F2ped11,F05F307F206F2ped11,F206,2f,F2,116,113,114,2
'F06F825',F06F825,F05F320F206F2ped11,F05F307F206F2ped11,F206,3m,F2,117,113,114,1
'F06F826',F06F826,F05F320F206F2ped11,F05F307F206F2ped11,F206,4m,F2,118,113,114,1
'F06F827',F06F827,F05F320F206F2ped11,F05F307F206F2ped11,F206,5f,F2,119,113,114,2
'F05F594',F05F594F206F2ped11,0,0,F206,6711(02),aggr,120,0,0,1
'F05F511',F05F511F206F2ped11,0,0,F206,Dezhi_03,tame,121,0,0,2
'F05F526',F05F526F206F2ped11,0,0,F206,Ekim_99,tame,122,0,0,1
'F05F484',F05F484F206F2ped11,0,0,F206,6888(03),aggr,123,0,0,2
'F05F334',F05F334F206F2ped12,F05F436F206F2ped12,F05F539F206F2ped12,F206,Dinat_05,F1,124,129,130,1
'F05F580',F05F580F206F2ped12,F05F587F206F2ped12,F05F592F206F2ped12,F206,Tema_05,F1,125,131,132,2
'F06F542',F06F542,F05F334F206F2ped12,F05F580F206F2ped12,F206,1f,F2,126,124,125,2
'F06F541',F06F541,F05F334F206F2ped12,F05F580F206F2ped12,F206,2m,F2,127,124,125,1
'F06F540',F06F540,F05F334F206F2ped12,F05F580F206F2ped12,F206,3m,F2,128,124,125,1
'F05F436',F05F436F206F2ped12,0,0,F206,6813(03),aggr,129,0,0,1
'F05F539',F05F539F206F2ped12,0,0,F206,Dina_99,tame,130,0,0,2
'F05F587',F05F587F206F2ped12,0,0,F206,Altay_04,tame,131,0,0,1
'F05F592',F05F592F206F2ped12,0,0,F206,6926(04),aggr,132,0,0,2
'F05F314',F05F314F206F2ped13,F05F437F206F2ped13,F05F506F206F2ped13,F206,Levon_05,F1,133,136,137,1
'F05F562',F05F562F206F2ped13,F05F439F206F2ped13,F05F590F206F2ped13,F206,Agana_05,F1,134,138,139,2
'F06F546',F06F546,F05F314F206F2ped13,F05F562F206F2ped13,F206,1f,F2,135,133,134,2
'F05F437',F05F437F206F2ped13,0,0,F206,6819(03),aggr,136,0,0,1
'F05F506',F05F506F206F2ped13,0,0,F206,Lara_03,tame,137,0,0,2
'F05F439',F05F439F206F2ped13,0,0,F206,6817(03),aggr,138,0,0,1
'F05F590',F05F590F206F2ped13,0,0,F206,Aglaida_04,tame,139,0,0,2
'F05F314',F05F314F206F2ped14,F05F437F206F2ped14,F05F506F206F2ped14,F206,Levon_05,F1,140,150,151,1
'F05F319',F05F319F206F2ped14,F05F594F206F2ped14,F05F511F206F2ped14,F206,Delava_05,F1,141,152,153,2
'F06F828',F06F828,F05F314F206F2ped14,F05F319F206F2ped14,F206,1f,F2,142,140,141,2
'F06F829',F06F829,F05F314F206F2ped14,F05F319F206F2ped14,F206,2f,F2,143,140,141,2
'F06F830',F06F830,F05F314F206F2ped14,F05F319F206F2ped14,F206,3m,F2,144,140,141,1
'F06F831',F06F831,F05F314F206F2ped14,F05F319F206F2ped14,F206,4f,F2,145,140,141,2
'F06F832',F06F832,F05F314F206F2ped14,F05F319F206F2ped14,F206,5f,F2,146,140,141,2
'F06F833',F06F833,F05F314F206F2ped14,F05F319F206F2ped14,F206,6m,F2,147,140,141,1
'F06F834',F06F834,F05F314F206F2ped14,F05F319F206F2ped14,F206,7f,F2,148,140,141,2
'F06F835',F06F835,F05F314F206F2ped14,F05F319F206F2ped14,F206,8f,F2,149,140,141,2
'F05F437',F05F437F206F2ped14,0,0,F206,6819(03),aggr,150,0,0,1
'F05F506',F05F506F206F2ped14,0,0,F206,Lara_03,tame,151,0,0,2
'F05F594',F05F594F206F2ped14,0,0,F206,6711(02),aggr,152,0,0,1
'F05F511',F05F511F206F2ped14,0,0,F206,Dezhi_03,tame,153,0,0,2
'F05F317',F05F317F206F2ped15,F05F437F206F2ped15,F05F506F206F2ped15,F206,Lopas_05,F1,154,162,163,1
'F05F326',F05F326F206F2ped15,F05F439F206F2ped15,F05F505F206F2ped15,F206,Drapa_05,F1,155,164,165,2
'F06F495',F06F495,F05F317F206F2ped15,F05F326F206F2ped15,F206,1m,F2,156,154,155,1
'F06F494',F06F494,F05F317F206F2ped15,F05F326F206F2ped15,F206,2f,F2,157,154,155,2
'F06F493',F06F493,F05F317F206F2ped15,F05F326F206F2ped15,F206,3m,F2,158,154,155,1
'F06F492',F06F492,F05F317F206F2ped15,F05F326F206F2ped15,F206,4f,F2,159,154,155,2
'F06F491',F06F491,F05F317F206F2ped15,F05F326F206F2ped15,F206,5f,F2,160,154,155,2
'F06F496',F06F496,F05F317F206F2ped15,F05F326F206F2ped15,F206,6m,F2,161,154,155,1
'F05F437',F05F437F206F2ped15,0,0,F206,6819(03),aggr,162,0,0,1
'F05F506',F05F506F206F2ped15,0,0,F206,Lara_03,tame,163,0,0,2
'F05F439',F05F439F206F2ped15,0,0,F206,6817(03),aggr,164,0,0,1
'F05F505',F05F505F206F2ped15,0,0,F206,Dorna_03,tame,165,0,0,2
'F05F336',F05F336F206F2ped16,F05F439F206F2ped16,F05F500F206F2ped16,F206,Evklit_05,F1,166,173,174,1
'F05F032',F05F032F206F2ped16,F05F442F206F2ped16,F03S098F206F2ped16,F206,Davida_04,F1,167,175,176,2
'F06F529',F06F529,F05F336F206F2ped16,F05F032F206F2ped16,F206,1f,F2,168,166,167,2
'F06F528',F06F528,F05F336F206F2ped16,F05F032F206F2ped16,F206,2f,F2,169,166,167,2
'F06F527',F06F527,F05F336F206F2ped16,F05F032F206F2ped16,F206,3f,F2,170,166,167,2
'F06F526',F06F526,F05F336F206F2ped16,F05F032F206F2ped16,F206,4m,F2,171,166,167,1
'F06F525',F06F525,F05F336F206F2ped16,F05F032F206F2ped16,F206,5f,F2,172,166,167,2
'F05F439',F05F439F206F2ped16,0,0,F206,6817(03),aggr,173,0,0,1
'F05F500',F05F500F206F2ped16,0,0,F206,Ebi_03,tame,174,0,0,2
'F05F442',F05F442F206F2ped16,0,0,F206,6825,aggr,175,0,0,1
'F03S098',F03S098F206F2ped16,0,0,F206,Drel',tame,176,0,0,2
'F05F336',F05F336F206F2ped17,F05F439F206F2ped17,F05F500F206F2ped17,F206,Evklit_05,F1,177,186,187,1
'F05F312',F05F312F206F2ped17,F05F437F206F2ped17,F05F506F206F2ped17,F206,Luidgi_05,F1,178,188,189,2
'F06F841',F06F841,F05F336F206F2ped17,F05F312F206F2ped17,F206,1f,F2,179,177,178,2
'F06F842',F06F842,F05F336F206F2ped17,F05F312F206F2ped17,F206,2m,F2,180,177,178,1
'F06F843',F06F843,F05F336F206F2ped17,F05F312F206F2ped17,F206,3m,F2,181,177,178,1
'F06F844',F06F844,F05F336F206F2ped17,F05F312F206F2ped17,F206,4f,F2,182,177,178,2
'F06F845',F06F845,F05F336F206F2ped17,F05F312F206F2ped17,F206,5f,F2,183,177,178,2
'F06F846',F06F846,F05F336F206F2ped17,F05F312F206F2ped17,F206,6f,F2,184,177,178,2
'F06F847',F06F847,F05F336F206F2ped17,F05F312F206F2ped17,F206,8m,F2,185,177,178,1
'F05F439',F05F439F206F2ped17,0,0,F206,6817(03),aggr,186,0,0,1
'F05F500',F05F500F206F2ped17,0,0,F206,Ebi_03,tame,187,0,0,2
'F05F437',F05F437F206F2ped17,0,0,F206,6819(03),aggr,188,0,0,1
'F05F506',F05F506F206F2ped17,0,0,F206,Lara_03,tame,189,0,0,2
'F05F336',F05F336F206F2ped18,F05F439F206F2ped18,F05F500F206F2ped18,F206,Evklit_05,F1,190,196,197,1
'F05F305',F05F305F206F2ped18,F05F526F206F2ped18,F05F484F206F2ped18,F206,Tikusa_05,F1,191,198,199,2
'F06F523',F06F523,F05F336F206F2ped18,F05F305F206F2ped18,F206,1f,F2,192,190,191,2
'F06F522',F06F522,F05F336F206F2ped18,F05F305F206F2ped18,F206,2f,F2,193,190,191,2
'F06F521',F06F521,F05F336F206F2ped18,F05F305F206F2ped18,F206,3m,F2,194,190,191,1
'F06F520',F06F520,F05F336F206F2ped18,F05F305F206F2ped18,F206,4f,F2,195,190,191,2
'F05F439',F05F439F206F2ped18,0,0,F206,6817(03),aggr,196,0,0,1
'F05F500',F05F500F206F2ped18,0,0,F206,Ebi_03,tame,197,0,0,2
'F05F526',F05F526F206F2ped18,0,0,F206,Ekim_99,tame,198,0,0,1
'F05F484',F05F484F206F2ped18,0,0,F206,6888(03),aggr,199,0,0,2
'F06F460',F06F460F207F2ped19,F05F587F207F2ped19,F05F479F207F2ped19,F207,River_06,F1,201,208,209,1
'F05F567',F05F567F207F2ped19,F05F437F207F2ped19,F05F591F207F2ped19,F207,Ada_05,F1,202,210,211,2
'F07F215',F07F215,F06F460F207F2ped19,F05F567F207F2ped19,F207,1m,F2,203,201,202,1
'F07F216',F07F216,F06F460F207F2ped19,F05F567F207F2ped19,F207,2f,F2,204,201,202,2
'F07F217',F07F217,F06F460F207F2ped19,F05F567F207F2ped19,F207,3f,F2,205,201,202,2
'F07F218',F07F218,F06F460F207F2ped19,F05F567F207F2ped19,F207,4f,F2,206,201,202,2
'F07F219',F07F219,F06F460F207F2ped19,F05F567F207F2ped19,F207,5f,F2,207,201,202,2
'F05F587',F05F587F207F2ped19,0,0,F207,Altay_04,tame,208,0,0,1
'F05F479',F05F479F207F2ped19,0,0,F207,6866(03),aggr,209,0,0,2
'F05F437',F05F437F207F2ped19,0,0,F207,6819(03),aggr,210,0,0,1
'F05F591',F05F591F207F2ped19,0,0,F207,Azha04,tame,211,0,0,2
'F05F563',F05F563F206F2ped2,F05F439F206F2ped2,F05F590F206F2ped2,F206,Aval_05,F1,11,20,21,1
'F05F311',F05F311F206F2ped2,F05F437F206F2ped2,F05F506F206F2ped2,F206,Lita_05,F1,12,22,23,2
'F06F848',F06F848,F05F563F206F2ped2,F05F311F206F2ped2,F206,1f,F2,13,11,12,2
'F06F849',F06F849,F05F563F206F2ped2,F05F311F206F2ped2,F206,2f,F2,14,11,12,2
'F06F850',F06F850,F05F563F206F2ped2,F05F311F206F2ped2,F206,3m,F2,15,11,12,1
'F06F851',F06F851,F05F563F206F2ped2,F05F311F206F2ped2,F206,4f,F2,16,11,12,2
'F06F852',F06F852,F05F563F206F2ped2,F05F311F206F2ped2,F206,5m,F2,17,11,12,1
'F06F853',F06F853,F05F563F206F2ped2,F05F311F206F2ped2,F206,6m,F2,18,11,12,1
'F06F854',F06F854,F05F563F206F2ped2,F05F311F206F2ped2,F206,7f,F2,19,11,12,2
'F05F439',F05F439F206F2ped2,0,0,F206,6817(03),aggr,20,0,0,1
'F05F590',F05F590F206F2ped2,0,0,F206,Aglaida_04,tame,21,0,0,2
'F05F437',F05F437F206F2ped2,0,0,F206,6819(03),aggr,22,0,0,1
'F05F506',F05F506F206F2ped2,0,0,F206,Lara_03,tame,23,0,0,2
'F06F465',F06F465F207F2ped20,F04F014F207F2ped20,F03F340F207F2ped20,F207,Pele_06,F1,212,217,218,1
'F05F562',F05F562F207F2ped20,F05F439F207F2ped20,F05F590F207F2ped20,F207,Agana_05,F1,213,219,220,2
'F07F285',F07F285,F06F465F207F2ped20,F05F562F207F2ped20,F207,1f,F2,214,212,213,2
'F07F284',F07F284,F06F465F207F2ped20,F05F562F207F2ped20,F207,2m,F2,215,212,213,1
'F07F283',F07F283,F06F465F207F2ped20,F05F562F207F2ped20,F207,3f,F2,216,212,213,2
'F04F014',F04F014F207F2ped20,0,0,F207,6913(04),aggr,217,0,0,1
'F03F340',F03F340F207F2ped20,0,0,F207,Pritti_03,tame,218,0,0,2
'F05F439',F05F439F207F2ped20,0,0,F207,6817(03),aggr,219,0,0,1
'F05F590',F05F590F207F2ped20,0,0,F207,Aglaida_04,tame,220,0,0,2
'F06F881',F06F881F207F2ped21,F03F111F207F2ped21,F05F512F207F2ped21,F207,Azhurit_06,F1,221,228,229,1
'F05F034',F05F034F207F2ped21,0F207F2ped21,F03S130F207F2ped21,F207,Agapa_04,F1,222,230,231,2
'F07F208',F07F208,F06F881F207F2ped21,F05F034F207F2ped21,F207,1f,F2,223,221,222,2
'F07F209',F07F209,F06F881F207F2ped21,F05F034F207F2ped21,F207,2m,F2,224,221,222,1
'F07F210',F07F210,F06F881F207F2ped21,F05F034F207F2ped21,F207,3f,F2,225,221,222,2
'F07F211',F07F211,F06F881F207F2ped21,F05F034F207F2ped21,F207,4m,F2,226,221,222,1
'F07F212',F07F212,F06F881F207F2ped21,F05F034F207F2ped21,F207,5m,F2,227,221,222,1
'F03F111',F03F111F207F2ped21,0,0,F207,6807(03),aggr,228,0,0,1
'F05F512',F05F512F207F2ped21,0,0,F207,Amanda_03,tame,229,0,0,2
'0F207F2',0F207F2ped21,0,0,F207,(F03S204)6609,aggr,230,0,0,1
'F03S130',F03S130F207F2ped21,0,0,F207,Avantyura,tame,231,0,0,2
'F05F336',F05F336F207F2ped22,F05F439F207F2ped22,F05F500F207F2ped22,F207,Evklit_05,F1,232,238,239,1
'F07F460',F07F460F207F2ped22,F05F437F207F2ped22,F05F590F207F2ped22,F207,Almadi_06,F1,233,240,241,2
'0',0,F05F336F207F2ped22,F07F460F207F2ped22,F207,(F07F197)1f,F2,234,232,233,2
'F07F198',F07F198,F05F336F207F2ped22,F07F460F207F2ped22,F207,2f,F2,235,232,233,2
'F07F199',F07F199,F05F336F207F2ped22,F07F460F207F2ped22,F207,3f,F2,236,232,233,2
'F07F200',F07F200,F05F336F207F2ped22,F07F460F207F2ped22,F207,4m,F2,237,232,233,1
'F05F439',F05F439F207F2ped22,0,0,F207,6817(03),aggr,238,0,0,1
'F05F500',F05F500F207F2ped22,0,0,F207,Ebi_03,tame,239,0,0,2
'F05F437',F05F437F207F2ped22,0,0,F207,6819(03),aggr,240,0,0,1
'F05F590',F05F590F207F2ped22,0,0,F207,Aglaida_04,tame,241,0,0,2
'F06F883',F06F883F207F2ped23,F03F111F207F2ped23,F05F512F207F2ped23,F207,Agdam_06,F1,242,252,253,1
'F05F565',F05F565F207F2ped23,F05F437F207F2ped23,F05F591F207,F207,Angela_05,F1,243,254,255,2
'F07F244',F07F244,F06F883F207F2ped23,F05F565F207F2ped23,F207,1m,F2,244,242,243,1
'F07F243',F07F243,F06F883F207F2ped23,F05F565F207F2ped23,F207,2f,F2,245,242,243,2
'F07F242',F07F242,F06F883F207F2ped23,F05F565F207F2ped23,F207,3f,F2,246,242,243,2
'F07F241',F07F241,F06F883F207F2ped23,F05F565F207F2ped23,F207,4f,F2,247,242,243,2
'F07F240',F07F240,F06F883F207F2ped23,F05F565F207F2ped23,F207,5m,F2,248,242,243,1
'F07F239',F07F239,F06F883F207F2ped23,F05F565F207F2ped23,F207,6f,F2,249,242,243,2
'F07F238',F07F238,F06F883F207F2ped23,F05F565F207F2ped23,F207,7f,F2,250,242,243,2
'F07F237',F07F237,F06F883F207F2ped23,F05F565F207F2ped23,F207,8f,F2,251,242,243,2
'F03F111',F03F111F207F2ped23,0,0,F207,6807(03),aggr,252,0,0,1
'F05F512',F05F512F207F2ped23,0,0,F207,Amanda_03,tame,253,0,0,2
'F05F437',F05F437F207F2ped23,0,0,F207,6819(03),aggr,254,0,0,1
'F05F591',F05F591F207,0,0,F207,Azha04,tame,255,0,0,2
'F06F465',F06F465F207F2ped24,F04F014F207F2ped24,F03F340F207F2ped24,F207,Pele_06,F1,256,265,266,1
'F07F457',F07F457F207F2ped24,F03F169F207F2ped24,F05F591F207F2ped24,F207,Anhel_06,F1,257,267,268,2
'F07F251',F07F251,F06F465F207F2ped24,F07F457F207F2ped24,F207,1f,F2,258,256,257,2
'F07F250',F07F250,F06F465F207F2ped24,F07F457F207F2ped24,F207,2m,F2,259,256,257,1
'F07F249',F07F249,F06F465F207F2ped24,F07F457F207F2ped24,F207,3m,F2,260,256,257,1
'F07F248',F07F248,F06F465F207F2ped24,F07F457F207F2ped24,F207,4f,F2,261,256,257,2
'F07F247',F07F247,F06F465F207F2ped24,F07F457F207F2ped24,F207,5m,F2,262,256,257,1
'F07F246',F07F246,F06F465F207F2ped24,F07F457F207F2ped24,F207,6f,F2,263,256,257,2
'F07F245',F07F245,F06F465F207F2ped24,F07F457F207F2ped24,F207,7m,F2,264,256,257,1
'F04F014',F04F014F207F2ped24,0,0,F207,6913(04),aggr,265,0,0,1
