'cornellnumber','NameQTL','FatherQTL','MotherQTL','Population','name','generationdescription','number','mom','dad','sex_male.1_'
'F07F149',F07F149,F05F558F207F2ped39,F06F455F207F2ped39,F207,1m,F2,440,438,439,1
'F07F150',F07F150,F05F558F207F2ped39,F06F455F207F2ped39,F207,2m,F2,441,438,439,1
'F07F151',F07F151,F05F558F207F2ped39,F06F455F207F2ped39,F207,3f,F2,442,438,439,2
'F07F152',F07F152,F05F558F207F2ped39,F06F455F207F2ped39,F207,4f,F2,443,438,439,2
'F07F153',F07F153,F05F558F207F2ped39,F06F455F207F2ped39,F207,5m,F2,444,438,439,1
'00F206F',0,0,0,F207,0,0,445,0,0,1
'000F206',F207F2ped39,0,0,F207,0,0,446,0,0,2
'F03F352',F03F352F207F2ped39,0,0,F207,Aslan_03,tame,447,0,0,1
'F04F047',F04F047F207F2ped39,0,0,F207,6942(04),aggr,448,0,0,2
'F05F564',F05F564F206F2ped4,F05F439F206F2ped4,F05F590F206F2ped4,F206,Avsey_05,F1,36,39,40,1
'F05F579',F05F579F206F2ped4,F05F587F206F2ped4,F05F592F206F2ped4,F206,Teya_05,F1,37,41,42,2
'F06F547',F06F547,F05F564F206F2ped4,F05F579F206F2ped4,F206,1f,F2,38,36,37,2
'F05F439',F05F439F206F2ped4,0,0,F206,6817(03),aggr,39,0,0,1
'F05F590',F05F590F206F2ped4,0,0,F206,Aglaida_04,tame,40,0,0,2
'F05F587',F05F587F206F2ped4,0,0,F206,Altay_04,tame,41,0,0,1
'F05F592',F05F592F206F2ped4,0,0,F206,6926(04),aggr,42,0,0,2
'F06F451',F06F451F207F2ped40,F03F352F207F2ped40,F04F047F207F2ped40,F207,Red_06,F1,449,452,453,1
'F06F874',F06F874F207F2ped40,F03F355F207F2ped40,F04F137F207F2ped40,F207,Rifma_06,F1,450,454,455,2
'F07F204',F07F204,F06F451F207F2ped40,F06F874F207F2ped40,F207,1f,F2,451,449,450,2
'F03F352',F03F352F207F2ped40,0,0,F207,Aslan_03,tame,452,0,0,1
'F04F047',F04F047F207F2ped40,0,0,F207,6942(04),aggr,453,0,0,2
'F03F355',F03F355F207F2ped40,0,0,F207,Pinkerton_03,tame,454,0,0,1
'F04F137',F04F137F207F2ped40,0,0,F207,6970(04),aggr,455,0,0,2
'F05F309',F05F309F207F2ped41,F05F532F207F2ped41,F05F484F207F2ped41,F207,Timur_05,F1,456,461,462,1
'F06F876',F06F876F207F2ped41,F03F355F207F2ped41,F04F137F207F2ped41,F207,Riga_06,F1,457,463,464,2
'F07F205',F07F205,F05F309F207F2ped41,F06F876F207F2ped41,F207,1m,F2,458,456,457,1
'F07F206',F07F206,F05F309F207F2ped41,F06F876F207F2ped41,F207,2f,F2,459,456,457,2
'F07F207',F07F207,F05F309F207F2ped41,F06F876F207F2ped41,F207,3f,F2,460,456,457,2
'F05F532',F05F532F207F2ped41,0,0,F207,Baron_03,tame,461,0,0,1
'F05F484',F05F484F207F2ped41,0,0,F207,6888(03),aggr,462,0,0,2
'F03F355',F03F355F207F2ped41,0,0,F207,Pinkerton_03,tame,463,0,0,1
'F04F137',F04F137F207F2ped41,0,0,F207,6970(04),aggr,464,0,0,2
'F05F334',F05F334F207F2ped42,F05F436F207F2ped42,F05F539F207F2ped42,F207,Dinat_05,F1,465,470,471,1
'F06F452',F06F452F207F2ped42,F03F352F207F2ped42,F04F047F207F2ped42,F207,Roka_06,F1,466,472,473,2
'F07F165',F07F165,F05F334F207F2ped42,F06F452F207F2ped42,F207,1m,F2,467,465,466,1
'F07F166',F07F166,F05F334F207F2ped42,F06F452F207F2ped42,F207,2m,F2,468,465,466,1
'F07F167',F07F167,F05F334F207F2ped42,F06F452F207F2ped42,F207,3f,F2,469,465,466,2
'F05F436',F05F436F207F2ped42,0,0,F207,6813(03),aggr,470,0,0,1
'F05F539',F05F539F207F2ped42,0,0,F207,Dina_99,tame,471,0,0,2
'F03F352',F03F352F207F2ped42,0,0,F207,Aslan_03,tame,472,0,0,1
'F04F047',F04F047F207F2ped42,0,0,F207,6942(04),aggr,473,0,0,2
'F05F334',F05F334F207F2ped43,F05F436F207F2ped43,F05F539F207F2ped43,F207,Dinat_05,F1,474,484,485,1
'F06F458',F06F458F207F2ped43,F05F587F207F2ped43,0,F207,Rubrika_06,F1,475,486,487,2
'F07F227',F07F227,F05F334F207F2ped43,F06F458F207F2ped43,F207,1f,F2,476,474,475,2
'F07F226',F07F226,F05F334F207F2ped43,F06F458F207F2ped43,F207,2f,F2,477,474,475,2
'F07F225',F07F225,F05F334F207F2ped43,F06F458F207F2ped43,F207,3m,F2,478,474,475,1
'F07F224',F07F224,F05F334F207F2ped43,F06F458F207F2ped43,F207,4m,F2,479,474,475,1
'F07F223',F07F223,F05F334F207F2ped43,F06F458F207F2ped43,F207,5m,F2,480,474,475,1
'F07F222',F07F222,F05F334F207F2ped43,F06F458F207F2ped43,F207,6m,F2,481,474,475,1
'F07F221',F07F221,F05F334F207F2ped43,F06F458F207F2ped43,F207,7m,F2,482,474,475,1
'F07F220',F07F220,F05F334F207F2ped43,F06F458F207F2ped43,F207,8f,F2,483,474,475,2
'F05F436',F05F436F207F2ped43,0,0,F207,6813(03),aggr,484,0,0,1
'F05F539',F05F539F207F2ped43,0,0,F207,Dina_99,tame,485,0,0,2
'F05F587',F05F587F207F2ped43,0,0,F207,Altay_04,tame,486,0,0,1
'F05F479',F05F479F207F2ped43,0,0,F207,6866(03),aggr,487,0,0,2
'F06F479',F06F479F207F2ped44,F03F169F207F2ped44,F04F656F207F2ped44,F207,Schelf_06,F1,488,497,498,1
'F05F299',F05F299F207F2ped44,F05F588F207F2ped44,F08F288F207F2ped44,F207,Taina_05,F1,489,499,500,2
'F07F275',F07F275,F06F479F207F2ped44,F05F299F207F2ped44,F207,1f,F2,490,488,489,2
'F07F274',F07F274,F06F479F207F2ped44,F05F299F207F2ped44,F207,2f,F2,491,488,489,2
'F07F273',F07F273,F06F479F207F2ped44,F05F299F207F2ped44,F207,3m,F2,492,488,489,1
'F07F272',F07F272,F06F479F207F2ped44,F05F299F207F2ped44,F207,4m,F2,493,488,489,1
'F07F271',F07F271,F06F479F207F2ped44,F05F299F207F2ped44,F207,5m,F2,494,488,489,1
'F07F270',F07F270,F06F479F207F2ped44,F05F299F207F2ped44,F207,6f,F2,495,488,489,2
'F07F269',F07F269,F06F479F207F2ped44,F05F299F207F2ped44,F207,7m,F2,496,488,489,1
'F03F169',F03F169F207F2ped44,0,0,F207,6811(03),aggr,497,0,0,1
'F04F656',F04F656F207F2ped44,0,0,F207,Schuya_04,tame,498,0,0,2
'F05F588',F05F588F207F2ped44,0,0,F207,Dunay_04,tame,499,0,0,1
'F08F288',F08F288F207F2ped44,0,0,F207,6878(03),aggr,500,0,0,2
'F06F881',F06F881F207F2ped45,F03F111F207F2ped45,F05F512F207F2ped45,F207,Azhurit_06,F1,501,506,507,1
'F05F580',F05F580F207F2ped45,F05F587F207F2ped45,F05F592F207F2ped45,F207,Tema_05,F1,502,508,509,2
'F07F201',F07F201,F06F881F207F2ped45,F05F580F207F2ped45,F207,1f,F2,503,501,502,2
'F07F202',F07F202,F06F881F207F2ped45,F05F580F207F2ped45,F207,2m,F2,504,501,502,1
'F07F203',F07F203,F06F881F207F2ped45,F05F580F207F2ped45,F207,3m,F2,505,501,502,1
'F03F111',F03F111F207F2ped45,0,0,F207,6807(03),aggr,506,0,0,1
'F05F512',F05F512F207F2ped45,0,0,F207,Amanda_03,tame,507,0,0,2
'F05F587',F05F587F207F2ped45,0,0,F207,Altay_04,tame,508,0,0,1
'F05F592',F05F592F207F2ped45,0,0,F207,6926(04),aggr,509,0,0,2
'F06F471',F06F471F207F2ped46,F05F439F207F2ped46,F05F511F207F2ped46,F207,Devon_06,F1,510,513,514,1
'F05F579',F05F579F207F2ped46,F05F587F207F2ped46,F05F592F207F2ped46,F207,Teya_05,F1,511,515,516,2
'F07F268',F07F268,F06F471F207F2ped46,F05F579F207F2ped46,F207,1m,F2,512,510,511,1
'F05F439',F05F439F207F2ped46,0,0,F207,6817(03),aggr,513,0,0,1
'F05F511',F05F511F207F2ped46,0,0,F207,Dezhi_03,tame,514,0,0,2
'F05F587',F05F587F207F2ped46,0,0,F207,Altay_04,tame,515,0,0,1
'F05F592',F05F592F207F2ped46,0,0,F207,6926(04),aggr,516,0,0,2
'F05F334',F05F334F207F2ped47,F05F436F207F2ped47,F05F539F207F2ped47,F207,Dinat_05,F1,517,521,522,1
'F05F303',F05F303F207F2ped47,F05F588F207F2ped47,F05F492F207F2ped47,F207,Tina_05,F1,518,523,524,2
'F07F267',F07F267,F05F334F207F2ped47,F05F303F207F2ped47,F207,1m,F2,519,517,518,1
'F07F266',F07F266,F05F334F207F2ped47,F05F303F207F2ped47,F207,2m,F2,520,517,518,1
'F05F436',F05F436F207F2ped47,0,0,F207,6813(03),aggr,521,0,0,1
'F05F539',F05F539F207F2ped47,0,0,F207,Dina_99,tame,522,0,0,2
'F05F588',F05F588F207F2ped47,0,0,F207,Dunay_04,tame,523,0,0,1
'F05F492',F05F492F207F2ped47,0,0,F207,?6808(03),aggr,524,0,0,2
'F06F486',F06F486F207F2ped48,F04F056F207F2ped48,F04F645F207F2ped48,F207,Eon_06,F1,525,529,530,1
'F05F302',F05F302F207F2ped48,F05F588F207F2ped48,F05F492F207F2ped48,F207,Tosya_05,F1,526,531,532,2
'F07F172',F07F172,F06F486F207F2ped48,F05F302F207F2ped48,F207,1m,F2,527,525,526,1
'F07F173',F07F173,F06F486F207F2ped48,F05F302F207F2ped48,F207,2m,F2,528,525,526,1
'F04F056',F04F056F207F2ped48,0,0,F207,6903(04),aggr,529,0,0,1
'F04F645',F04F645F207F2ped48,0,0,F207,Eola_04,tame,530,0,0,2
'F05F588',F05F588F207F2ped48,0,0,F207,Dunay_04,tame,531,0,0,1
'F05F492',F05F492F207F2ped48,0,0,F207,6808(03),aggr,532,0,0,2
'F06F490',F06F490F207F2ped49,F04F056F207F2ped49,F04F645F207F2ped49,F207,Efes_06,F1,533,537,538,1
'F05F307',F05F307F207F2ped49,F05F532F207F2ped49,F05F484F207F2ped49,F207,Tuta_05,F1,534,539,540,2
'F07F229',F07F229,F06F490F207F2ped49,F05F307F207F2ped49,F207,1f,F2,535,533,534,2
'F07F228',F07F228,F06F490F207F2ped49,F05F307F207F2ped49,F207,2m,F2,536,533,534,1
'F04F056',F04F056F207F2ped49,0,0,F207,6903(04),aggr,537,0,0,1
'F04F645',F04F645F207F2ped49,0,0,F207,Eola_04,tame,538,0,0,2
'F05F532',F05F532F207F2ped49,0,0,F207,baron,tame,539,0,0,1
'F05F484',F05F484F207F2ped49,0,0,F207,6888(03),aggr,540,0,0,2
'F05F564',F05F564F206F2ped5,F05F439F206F2ped5,F05F590F206F2ped5,F206,Avsey_05,F1,43,50,51,1
'F05F302',F05F302F206F2ped5,F05F588F206F2ped5,F05F492F206F2ped5,F206,Tosya_05,F1,44,53,52,2
'F06F836',F06F836,F05F564F206F2ped5,F05F302F206F2ped5,F206,1m,F2,45,43,44,1
'F06F837',F06F837,F05F564F206F2ped5,F05F302F206F2ped5,F206,2m,F2,46,43,44,1
'F06F838',F06F838,F05F564F206F2ped5,F05F302F206F2ped5,F206,3m,F2,47,43,44,1
'F06F839',F06F839,F05F564F206F2ped5,F05F302F206F2ped5,F206,4m,F2,48,43,44,1
'F06F840',F06F840,F05F564F206F2ped5,F05F302F206F2ped5,F206,5m,F2,49,43,44,1
'F05F439',F05F439F206F2ped5,0,0,F206,6817(03),aggr,50,0,0,1
'F05F590',F05F590F206F2ped5,0,0,F206,Aglaida_04,tame,51,0,0,2
'F05F492',F05F492F206F2ped5,0,0,F206,6808(03),aggr,52,0,0,2
'F05F588',F05F588F206F2ped5,0,0,F206,Dunay04,tame,53,0,0,1
'F05F320',F05F320F207F2ped50,F05F594F207F2ped50,F05F511F207F2ped50,F207,Djonrid_05,F1,541,548,549,1
'F05F020',F05F020F207F2ped50,F04F683F207F2ped50,F05F484F207F2ped50,F207,Zhabava_04,F1,542,550,551,2
'F07F154',F07F154,F05F320F207F2ped50,F05F020F207F2ped50,F207,1m,F2,543,541,542,1
'F07F155',F07F155,F05F320F207F2ped50,F05F020F207F2ped50,F207,2f,F2,544,541,542,2
'F07F156',F07F156,F05F320F207F2ped50,F05F020F207F2ped50,F207,3f,F2,545,541,542,2
'F07F157',F07F157,F05F320F207F2ped50,F05F020F207F2ped50,F207,4m,F2,546,541,542,1
'F07F158',F07F158,F05F320F207F2ped50,F05F020F207F2ped50,F207,5f,F2,547,541,542,2
'F05F594',F05F594F207F2ped50,0,0,F207,6711(02),aggr,548,0,0,1
'F05F511',F05F511F207F2ped50,0,0,F207,Dezhi_03,tame,549,0,0,2
'F04F683',F04F683F207F2ped50,0,0,F207,Ahiles,tame,550,0,0,1
'F05F484',F05F484F207F2ped50,0,0,F207,6888(03),aggr,551,0,0,2
'F05F336',F05F336F207F2ped51,F05F439F207F2ped51,F05F500F207F2ped51,F207,Evklit_05,F1,552,562,563,1
'F05F011',F05F011F207F2ped51,F03S173F207F2ped51,0,F207,Zhinka_04,F1,553,564,565,2
'F07F174',F07F174,F05F336F207F2ped51,F05F011F207F2ped51,F207,1f,F2,554,552,553,2
'F07F175',F07F175,F05F336F207F2ped51,F05F011F207F2ped51,F207,2f,F2,555,552,553,2
'F07F176',F07F176,F05F336F207F2ped51,F05F011F207F2ped51,F207,3m,F2,556,552,553,1
'F07F177',F07F177,F05F336F207F2ped51,F05F011F207F2ped51,F207,4m,F2,557,552,553,1
'F07F178',F07F178,F05F336F207F2ped51,F05F011F207F2ped51,F207,5m,F2,558,552,553,1
'F07F179',F07F179,F05F336F207F2ped51,F05F011F207F2ped51,F207,6m,F2,559,552,553,1
'F07F180',F07F180,F05F336F207F2ped51,F05F011F207F2ped51,F207,7m,F2,560,552,553,1
'F07F181',F07F181,F05F336F207F2ped51,F05F011F207F2ped51,F207,8m,F2,561,552,553,1
'F05F439',F05F439F207F2ped51,0,0,F207,6817(03),aggr,562,0,0,1
'F05F500',F05F500F207F2ped51,0,0,F207,Ebi_03,tame,563,0,0,2
'F03S173',F03S173F207F2ped51,0,0,F207,Larek,tame,564,0,0,1
'F03S136',F03S136F207,0,0,F207,6576,aggr,565,0,0,2
'F05F560',F05F560F206F2ped6,F05F439F206F2ped6,F05F590F206F2ped6,F206,Agnat_05,F1,54,63,64,1
'F05F332',F05F332F206F2ped6,F05F436F206F2ped6,F05F539F206F2ped6,F206,Dgamilya_05,F1,55,65,66,2
'F06F519',F06F519,F05F560F206F2ped6,F05F332F206F2ped6,F206,1m,F2,56,54,55,1
'F06F518',F06F518,F05F560F206F2ped6,F05F332F206F2ped6,F206,2m,F2,57,54,55,1
'F06F517',F06F517,F05F560F206F2ped6,F05F332F206F2ped6,F206,3m,F2,58,54,55,1
'F06F516',F06F516,F05F560F206F2ped6,F05F332F206F2ped6,F206,4f,F2,59,54,55,2
'F06F515',F06F515,F05F560F206F2ped6,F05F332F206F2ped6,F206,5f,F2,60,54,55,2
'F06F514',F06F514,F05F560F206F2ped6,F05F332F206F2ped6,F206,6f,F2,61,54,55,2
'F06F513',F06F513,F05F560F206F2ped6,F05F332F206F2ped6,F206,7f,F2,62,54,55,2
'F05F439',F05F439F206F2ped6,0,0,F206,6817(03),aggr,63,0,0,1
'F05F590',F05F590F206F2ped6,0,0,F206,Aglaida_04,tame,64,0,0,2
'F05F436',F05F436F206F2ped6,0,0,F206,6813(03),aggr,65,0,0,1
'F05F539',F05F539F206F2ped6,0,0,F206,Dina_99,tame,66,0,0,2
'F05F560',F05F560F206F2ped7,F05F439F206F2ped7,F05F590F206F2ped7,F206,Agnat_05,F1,67,75,76,1
'F05F301',F05F301F206F2ped7,0F206F2ped7,F05F492F206F2ped7,F206,Troya_05,F1,68,77,78,2
'F06F535',F06F535,F05F560F206F2ped7,F05F301F206F2ped7,F206,1f,F2,69,67,68,2
'F06F534',F06F534,F05F560F206F2ped7,F05F301F206F2ped7,F206,2m,F2,70,67,68,1
'F06F533',F06F533,F05F560F206F2ped7,F05F301F206F2ped7,F206,3f,F2,71,67,68,2
'F06F532',F06F532,F05F560F206F2ped7,F05F301F206F2ped7,F206,4f,F2,72,67,68,2
'F06F531',F06F531,F05F560F206F2ped7,F05F301F206F2ped7,F206,5m,F2,73,67,68,1
'F06F530',F06F530,F05F560F206F2ped7,F05F301F206F2ped7,F206,6m,F2,74,67,68,1
'F05F439',F05F439F206F2ped7,0,0,F206,6817(03),aggr,75,0,0,1
'F05F590',F05F590F206F2ped7,0,0,F206,Aglaida_04,tame,76,0,0,2
'0F206F2',0F206F2ped7,0,0,F206,(F05F432)6803(03),aggr,77,0,0,1
'F05F492',F05F492F206F2ped7,0,0,F206,6808(03),aggr,78,0,0,2
'ped8sire',ped8sireF206F2ped8,F05F437F206F2ped8,F05F512F206F2ped8,F206,(F05F557)Apalacha_05,F1,79,87,88,1
'F05F335',F05F335F206F2ped8,F05F439F206F2ped8,F05F500F206F2ped8,F206,Evridika_05,F1,80,89,90,2
'F06F502',F06F502,ped8sireF206F2ped8,F05F335F206F2ped8,F206,1f,F2,81,79,80,2
'F06F501',F06F501,ped8sireF206F2ped8,F05F335F206F2ped8,F206,2m,F2,82,79,80,1
'F06F500',F06F500,ped8sireF206F2ped8,F05F335F206F2ped8,F206,3m,F2,83,79,80,1
'F06F499',F06F499,ped8sireF206F2ped8,F05F335F206F2ped8,F206,4f,F2,84,79,80,2
'F06F498',F06F498,ped8sireF206F2ped8,F05F335F206F2ped8,F206,5f,F2,85,79,80,2
'F06F497',F06F497,ped8sireF206F2ped8,F05F335F206F2ped8,F206,6m,F2,86,79,80,1
'F05F437',F05F437F206F2ped8,0,0,F206,6819(03),aggr,87,0,0,1
'F05F512',F05F512F206F2ped8,0,0,F206,Amanda_03,tame,88,0,0,2
'F05F439',F05F439F206F2ped8,0,0,F206,6817(03),aggr,89,0,0,1
'F05F500',F05F500F206F2ped8,0,0,F206,Ebi_03,tame,90,0,0,2
'F05F558',F05F558F206F2ped9,F206F2ped9,F206F2ped9,F206,Asirius_05,F1,91,99,100,1
'F05F325',F05F325F206F2ped9,0F206F2ped9,F05F505F206F2ped9,F206,Dota_05,F1,92,101,102,2
'F06F508',F06F508,F05F558F206F2ped9,F05F325F206F2ped9,F206,1f,F2,93,91,92,2
'F06F507',F06F507,F05F558F206F2ped9,F05F325F206F2ped9,F206,2m,F2,94,91,92,1
'F06F506',F06F506,F05F558F206F2ped9,F05F325F206F2ped9,F206,3f,F2,95,91,92,2
'F06F505',F06F505,F05F558F206F2ped9,F05F325F206F2ped9,F206,4m,F2,96,91,92,1
'F06F504',F06F504,F05F558F206F2ped9,F05F325F206F2ped9,F206,5m,F2,97,91,92,1
'F06F503',F06F503,F05F558F206F2ped9,F05F325F206F2ped9,F206,6m,F2,98,91,92,1
'00F206F',0,0,0,F206,0,0,99,0,0,1
'000F206',F206F2ped9,0,0,F206,0,0,100,0,0,2
'0F206F2',0F206F2ped9,0,0,F206,(F05F439)6817(03),aggr,101,0,0,1
'F05F505',F05F505F206F2ped9,0,0,F206,Dorna_03,tame,102,0,0,2
